uid,total_games,taxa_acordo,js_medio
961b4e9e32895e4fe0538881cc2ffa64,1,0.9666666666666667,0.03333333228866507
5917ed19bea16e05945a2a83ae6a7ec7,13,0.9591836734693877,0.04152002610195561
B3AA3BB7-1C14-49CB-8647-3C6138F0F426,25,0.9328358208955224,0.06049264604825762
973c122452ffd35359a51a5ca9b931fe,49,0.9101796407185628,0.07780795902893642
221EB37B-5C99-4885-8AE9-6DB2EC355C7E,8,0.9330143540669856,0.05233559447881159
8a4cc066046507229fce87d27df4dcd7,3,0.922077922077922,0.03724244969025317
479291BE-41F0-4163-8AC4-A743AD797699,7,0.949438202247191,0.04457210165558659
70fa522f3c302c9a49ce018b9eea9d9a,10,0.9367816091954023,0.05134387401163441
282986216bf73a7287cde5f78219e639,48,0.909423604757548,0.0697936171546213
99D3B63A-014D-4465-A117-52CFE42AC88C,6,0.9716981132075472,0.028301885905470343
2f225bf762e982f4fbb040232a0b9fbe,10,0.8853503184713376,0.07396675687532163
966b7dbf0a05350798a1e92c1f64e262,3,0.7956989247311828,0.14928179301445338
8875f21a35709c83903a7354f76356cb,5,0.6962962962962963,0.2588842349440616
26ca81a5c35dc55cddd62c7b9b0e4fdc,2,0.7962962962962963,0.08891672080655957
001a069e85340e0195f3dafa43f29fe8,3,0.8902439024390244,0.09295799999735177
d0cc5e03e8c3eadd6f3d5e547fc8813c,5,0.7239263803680982,0.2041717821532682
5b45f5a5ed73ea359d28282137ab78cb,1,0.86,0.11245112124925882
f045ed5be650f00fb4d0c4aa4900d743cee5df9e,1,0.9444444444444444,0.01729322831008835
22c059af98c4b9442cbd46737c2afbbf,22,0.9337349397590361,0.060733155681656575
ca7570b3abb9526769a7474909c56359,6,0.8762886597938144,0.07117526635807793
5da79c2806b98526c37c6bccf955c59c,5,0.8771929824561403,0.08051707497974384
B058F38C-4FE8-4019-B0AD-EA70C155473E,13,0.8897243107769424,0.07367814563868043
9321f0a38dffa69f207c032c1f51c186,49,0.9331243469174504,0.04804220230659623
62f1009748fe7f87283d65b0c7d91b73,2,0.788235294117647,0.1862656412001654
e890ecc72f2b50967706e5b1ddba7b87,27,0.931899641577061,0.05164344208573179
03198137-D036-49D2-8840-C74E62079235,2,0.9927536231884058,0.007246376584492406
9afe9f8ceeed9d66b26195f0258882b9,10,0.6236263736263736,0.23313931304710714
c6d0d3e3940b5560b5b0bf6dc4d838f7,14,0.7713414634146342,0.15058118864307588
3fbe8afd58f28c7e6d67414af51c0f2a,8,0.797979797979798,0.1505911142609002
61088cb4b516319c0e224e0dbc4ab6d7,2,0.7619047619047619,0.22920863542967934
57a1e4bbf22b278c53707c47be86e81d,4,0.6513761467889908,0.3115880033660428
d3bb88836933b0a2a24aa2eb1f1af368,12,0.823728813559322,0.11725860279066645
9f4507d047f5c87097b95a14e342dca2,5,0.7142857142857143,0.18901849164640339
acf7eed8f3b176f28f7944d2eac9a576,2,0.5801526717557252,0.24423688704210988
171e910a0612f115b4f878a25ccff27b,5,0.7539267015706806,0.16116205230041158
544cf7569c7a585bef756c53aba3eedc,49,0.80990990990991,0.12382487839523182
8be778d980813c98ecba05cda2e111af,1,0.7142857142857143,0.23651985720653018
eda50b50ccf41e4a978583202580b3c5,1,0.5675675675675675,0.29353352076603695
7d9f02415adffcbba9be8ca6da8f0083,1,0.5833333333333334,0.2506474289818722
aab76c8078c369c881366a7787856a4a,3,0.7,0.1630444144620749
9a76c20fecfe920d2b82159c7445d3a7,7,0.7821782178217822,0.2007389648564894
9a09b423f7643a316d9725b3bb308f54,3,0.7087378640776699,0.1650095905969907
01d61c8d2bae2239564b66499e02e560,2,0.7272727272727273,0.1277989945316749
d022f971210d594d4c538d7aa714e407,1,0.6909090909090909,0.17072117757828034
93647f10b1de1d914a900f011e2c66c9,2,0.6346153846153846,0.21663376585746935
274b5a15ca4e564d3dcbc99c357a496a,1,0.7021276595744681,0.18689225322475483
ed4db8a13e4f4d3c62ab03ee29551e22,1,0.7307692307692307,0.14981287400405635
99072f8aa0c505e92007b7943f80dce7,9,0.6601671309192201,0.24810337785844855
9ee134edc98a148ddc4534d00baa4ece,2,0.6285714285714286,0.23757163740820744
3981b9903327b50010d03d2050bdfc8e,6,0.7684210526315789,0.17264117038351684
640682588d7aa23779341275180fe56c,3,0.7265625,0.21763089792379925
EDD99F09-FEEA-4EC0-9126-A0D041420054,2,0.7446808510638298,0.143169884505117
24463b878cdc65f85fa554d958d7be97,2,0.6728971962616822,0.220919759524056
546ccbbb3f90dbc5ce00380c20d5127d,1,0.7916666666666666,0.09354635029109641
c0133cdf436de1d3a33195021898bddb,3,0.7058823529411765,0.18127055982997287
99298bde366993df2543616c2e65714a,4,0.6847826086956522,0.25621661241339255
cf6c71e51759587f2d157582ee5fc422,6,0.7351598173515982,0.15869356948207605
dcc0c47dc76b082a2936e69f08ec8c8f,3,0.7654320987654321,0.18355145969628264
f28a2f84497c8dd830ed736cd4b8360e,9,0.8488745980707395,0.10350857587427242
d06a8895a9a0e1555083e8370c15cd5b,1,0.5588235294117647,0.2629952711680689
b30ca2754d3cc36e0a1c67a85fc50712,11,0.68,0.20317865241530206
190229da3dbda553ebe9a3983b01dd34,2,0.6951219512195121,0.163897528970759
63636596c0c1eed7d94b9bed12cc2ad6,16,0.7638095238095238,0.1289827438304106
f580966352028c0d63d790657cfdb0ab,1,0.6956521739130435,0.14964419378962682
597cbc25e1bd0dbc6534bde7690c1dfd,3,0.7878787878787878,0.1912508458850391
5471ec7ddfb2e7bfb70db7b3d38d4701,3,0.8349514563106796,0.1516752983921596
6b91ea0c88d2b138a3bdd8b46e845181,2,0.9230769230769231,0.07692307451230401
01ba1d4d7a03dd1a506a0689f18ab92d,5,0.7455621301775148,0.18195783969513551
87b1cf7bffc3e1f7212b2889996d0b0f,4,0.7857142857142857,0.1400214678883422
