uid,tercio,n_estados,taxa_acordo,js_medio,js_pond
ae7164287a298c6ec26be830a0028b3f,3,118,0.9152542372881356,0.055562630433963665,0.058261909795672404
F2B14E29-5202-48BB-B3C7-DB2FDE689164,1,30,1.0,0.0,0.0
F2B14E29-5202-48BB-B3C7-DB2FDE689164,2,22,0.8636363636363636,0.04916836849319899,0.049168368493199
F2B14E29-5202-48BB-B3C7-DB2FDE689164,3,49,0.9183673469387755,0.039466006069484146,0.0474422511884974
46773e2650b7c33f64ee9927f87d13f3,2,292,0.976027397260274,0.02610464383487276,0.03190791897736133
f8941021bd9549390c9af1401363b227,3,312,0.9358974358974359,0.0521672722289618,0.06951906694771126
46773e2650b7c33f64ee9927f87d13f3,3,221,0.9502262443438914,0.04977375409619671,0.036371126375346195
B7871688-C19A-4A6A-8A5B-FA0172D05451,1,140,0.8285714285714286,0.12748655761467473,0.13588133939332986
B7871688-C19A-4A6A-8A5B-FA0172D05451,2,67,0.8805970149253731,0.11940298133253159,0.1315206346052778
B7871688-C19A-4A6A-8A5B-FA0172D05451,3,104,0.9423076923076923,0.06068536463020483,0.05357873898739661
6A041EE6-0086-4C07-BBB3-40178457257E,3,100,0.96,0.03311278015561447,0.026544908949994384
3CED87CB-8520-45E6-88F8-77344A9CD494,1,56,0.9285714285714286,0.059129964563597266,0.04869749525677724
3CED87CB-8520-45E6-88F8-77344A9CD494,2,74,0.9324324324324325,0.04895346115058159,0.048256567891215865
5A9E424D-F940-4A77-A1F8-28F065385E6C,1,281,0.8825622775800712,0.07650328650367155,0.08096467893552428
5A9E424D-F940-4A77-A1F8-28F065385E6C,2,322,0.8664596273291926,0.09004965052819718,0.11682395099505655
5A9E424D-F940-4A77-A1F8-28F065385E6C,3,225,0.9288888888888889,0.055806178615544016,0.07499251066605139
3CED87CB-8520-45E6-88F8-77344A9CD494,3,129,0.8062015503875969,0.09118700471934708,0.10108725246226906
813617089cd46dd731ab5bd63eaef6df,1,416,0.9134615384615384,0.07991613322301636,0.07199874401034684
645C455F-9808-4779-8C47-E00AC9162121,1,370,0.9648648648648649,0.035135134033998316,0.03463296162653117
CC6AD6C9-69E0-4A5D-9FA7-1B536E71F9AD,2,344,0.9534883720930233,0.04141020939216784,0.03408134558161371
5917ed19bea16e05945a2a83ae6a7ec7,1,72,0.9722222222222222,0.027777776907220893,0.024525775611658644
5917ed19bea16e05945a2a83ae6a7ec7,2,57,0.9649122807017544,0.03508771819859481,0.04237237373552416
5917ed19bea16e05945a2a83ae6a7ec7,3,56,0.9642857142857143,0.03817723757184978,0.03768871488728951
B3AA3BB7-1C14-49CB-8647-3C6138F0F426,1,148,0.9256756756756757,0.06501726984528884,0.05772813410313405
B3AA3BB7-1C14-49CB-8647-3C6138F0F426,2,152,0.9473684210526315,0.03903838271081929,0.033807429085857564
B3AA3BB7-1C14-49CB-8647-3C6138F0F426,3,242,0.9421487603305785,0.057304414325367536,0.05732692173617611
9c1eede290b70c5681d7f44af853f113,2,361,0.9473684210526315,0.04743686514519683,0.04398273790472982
9c1eede290b70c5681d7f44af853f113,3,362,0.9088397790055248,0.08028214006742004,0.07728201045916447
973c122452ffd35359a51a5ca9b931fe,1,389,0.8663239074550129,0.11921368915066417,0.14415632671311612
221EB37B-5C99-4885-8AE9-6DB2EC355C7E,1,89,0.9325842696629213,0.04848969904436772,0.050071513511973
221EB37B-5C99-4885-8AE9-6DB2EC355C7E,2,38,0.9736842105263158,0.02631578864894611,0.03571838801045768
221EB37B-5C99-4885-8AE9-6DB2EC355C7E,3,74,0.918918918918919,0.06246697424058094,0.07361808542423598
479291BE-41F0-4163-8AC4-A743AD797699,1,49,0.9591836734693877,0.040816325251426616,0.03885039147809759
479291BE-41F0-4163-8AC4-A743AD797699,2,50,0.92,0.0524511231296617,0.05245112312966165
479291BE-41F0-4163-8AC4-A743AD797699,3,73,0.958904109589041,0.045359972815910234,0.046839223479042166
973c122452ffd35359a51a5ca9b931fe,2,385,0.9506493506493506,0.03861732013004914,0.042573898037936174
70fa522f3c302c9a49ce018b9eea9d9a,1,59,0.9661016949152542,0.022225052173585468,0.01934997717051635
70fa522f3c302c9a49ce018b9eea9d9a,2,69,0.9130434782608695,0.08695651901390888,0.08051983374536115
70fa522f3c302c9a49ce018b9eea9d9a,3,61,1.0,0.0,0.0
973c122452ffd35359a51a5ca9b931fe,3,227,0.9383259911894273,0.05728768644628505,0.05120976925913244
282986216bf73a7287cde5f78219e639,1,363,0.8732782369146006,0.08846584175808676,0.10240934945713176
99D3B63A-014D-4465-A117-52CFE42AC88C,1,30,1.0,0.0,0.0
99D3B63A-014D-4465-A117-52CFE42AC88C,2,38,0.9473684210526315,0.05263157729789222,0.058222736845714315
99D3B63A-014D-4465-A117-52CFE42AC88C,3,32,1.0,0.0,0.0
3BB4EE05-6B58-41EF-81E1-B1E3DBDA7FEE,2,143,0.972027972027972,0.023155790318611518,0.025530905150652677
3BB4EE05-6B58-41EF-81E1-B1E3DBDA7FEE,3,164,0.926829268292683,0.07317072941414283,0.07029138440560469
