maze_name,complexidade_hibrida,taxa_acordo,js_divergencia,desvio_pct,n_estados,n_partidas,media_reflexoes,media_voltas,mediana_tempo,p90_backtracks,fluidez,sinuosidade,norm_reflexoes,norm_voltas,norm_tempo,norm_risco,norm_fluidez,score_base,score_final_raw
Orchid Oasis,55.15,0.7514,0.2046,0.2486,552,75,9.506666666666666,55.08,86.69547,102.20000000000002,0.24789840815596495,0.3694330173493114,0.46550558051996827,0.4721410706655063,0.547436740687074,0.48310139165009935,0.6590127309365503,0.4860745237939694,0.35427197760665935
Lionheart Landing,31.4,0.7527,0.196,0.2473,660,73,5.684931506849315,40.26027397260274,56.54344,64.8,0.27475882281108804,0.35889608010746127,0.26812963066104045,0.3392004010040375,0.34247949379362586,0.29721669980119275,0.7959804715482723,0.2959240941498877,0.1367279998402332
Misthold,5.84,0.7529,0.1587,0.2471,86,186,1.9516129032258065,6.655913978494624,17.65155,11.0,0.2760889292196007,0.2808529945553539,0.07532001023945882,0.037751770111473036,0.0781133897242538,0.029821073558648103,0.8027630053209743,0.0630220747874571,-0.09753052627673779
Ucupchancombe,23.37,0.753,0.1917,0.247,252,166,4.313253012048193,28.602409638554217,40.246435000000005,42.0,0.25799478196049197,0.35393216548639583,0.19728841993063104,0.2346232793672516,0.23170123848515214,0.18389662027832998,0.7104965790503278,0.20522610965473712,0.06312679384467154
San Bermi,8.96,0.7536,0.2183,0.2464,208,213,2.1220657276995305,9.953051643192488,15.33547,16.80000000000001,0.2577826324412889,0.28945931185144724,0.0841231550754412,0.06732881413378868,0.0623699263360515,0.05864811133200799,0.7094147774217903,0.07299806648471137,-0.06888488899964669
Wisteria Wharf,53.13,0.7536,0.1564,0.2464,691,48,9.270833333333334,64.0625,87.76984,93.9,0.2613217482885729,0.4048183254344392,0.45332581760377283,0.552718779256511,0.5547397288223643,0.44184890656063613,0.7274615837570445,0.48125251380413764,0.33576019705272875
Great Oakfray,22.4,0.7536,0.1845,0.2464,139,170,5.641176470588236,25.647058823529413,47.635014999999996,38.0,0.30370294599018005,0.4459901800327332,0.2658698739060603,0.20811224159856173,0.2819248226103998,0.16401590457256457,0.9435735451001532,0.24293430654947923,0.05421959752944858
Lolaker,51.08,0.7537,0.1739,0.2463,407,163,9.104294478527608,56.25766871165644,76.01343,85.40000000000003,0.24469778446977844,0.39449343944934395,0.44472481222765226,0.48270537306067435,0.47482599077717774,0.3996023856858848,0.6426919778702266,0.4455186187125061,0.31698022313846075
Prince Meadowridge,43.63,0.7539,0.2172,0.2461,834,165,7.612121212121212,49.515151515151516,66.20235,80.6,0.250098915881934,0.32325710216032283,0.3676605721652568,0.4222214781728578,0.4081355574679985,0.3757455268389661,0.6702336512125199,0.3828286507613071,0.24878192051880313
Briarneach,25.43,0.7552,0.2032,0.2448,287,162,4.228395061728395,19.382716049382715,34.627305,32.0,0.21201347305389223,0.29378742514970063,0.19290587696335426,0.15191782060559111,0.1935054216616619,0.13419483101391647,0.4760267813137764,0.17718477107735192,0.08197941481459664
Crystal Cove,24.61,0.7556,0.2091,0.2444,799,181,3.541436464088398,21.314917127071823,41.08028,33.0,0.21328671328671328,0.2697902097902098,0.15742746204110428,0.16925067174695022,0.23736926732221109,0.13916500994035783,0.4825193407245143,0.17094565364776096,0.0744417855028581
San Charoaksearl,63.79,0.7562,0.1849,0.2438,362,162,12.691358024691358,64.16666666666667,97.732525,93.9,0.2654707168161604,0.3917615135298108,0.6299809969241975,0.5536532085703505,0.6224606912009056,0.44184890656063613,0.7486181761771252,0.5832177388714421,0.43349410363601704
Oakenhill,14.63,0.7563,0.1838,0.2437,239,184,2.972826086956522,23.619565217391305,33.614925,34.400000000000034,0.28198384369716323,0.40822844260755214,0.12806121645034207,0.1899245667902654,0.18662380813149532,0.1461232604373759,0.8328225977531064,0.14957247861797182,-0.01699204093264947
Rstonenah Du Wkenarburgh,51.88,0.7566,0.1942,0.2434,458,178,8.741573033707866,63.79775280898876,84.898505,104.60000000000002,0.26550282573352946,0.4395757528837966,0.4259918318635914,0.5503438589105505,0.5352219412469075,0.49502982107355864,0.74878190730049,0.474080654286944,0.324324272826846
Tosqua,34.57,0.7568,0.1562,0.2432,223,180,7.238888888888889,32.544444444444444,52.765045,47.099999999999994,0.2565500154846702,0.3628367915763394,0.3483847507816645,0.2699853870037248,0.31679600127667196,0.20924453280318084,0.7031293659061658,0.30639902090717525,0.16577314772594207
Whispering Woods,20.12,0.7568,0.2134,0.2432,445,186,1.3172043010752688,6.548387096774194,18.426605000000002,13.0,0.1346014053792101,0.14756481705839594,0.04255557335102687,0.036787197916541975,0.08338179583127218,0.03976143141153081,0.08128395468132803,0.04958515191572823,0.03332836097946262
Montsteswaf Lake,30.11,0.7582,0.1751,0.2418,245,162,5.6234567901234565,40.91358024691358,59.503545,56.80000000000001,0.2815307592071874,0.4545641588368425,0.2649547297067172,0.34506089892689795,0.3626006919788071,0.25745526838966204,0.8305122105273318,0.2909946468197422,0.12489220471427581
Rosebud Grove,64.86,0.7587,0.2027,0.2413,718,44,12.113636363636363,74.04545454545455,98.42936499999999,114.50000000000001,0.2709497206703911,0.39567646344425556,0.6001441932639834,0.6422710867701077,0.6271974338986686,0.544234592445328,0.7765569399062905,0.5985856105778018,0.4432742225965437
Bivens,15.37,0.7598,0.1954,0.2402,180,182,4.164835164835165,19.384615384615383,28.837899999999998,30.80000000000001,0.29192806357172735,0.3688833124215809,0.18962328554934424,0.15193485863296596,0.15415216717262206,0.1282306163021869,0.883530576235689,0.1664816853329305,-0.0102244299142073
Silverstem Shore,32.32,0.7598,0.1949,0.2402,1504,181,3.574585635359116,25.22099447513812,40.48611,47.0,0.1611535980834792,0.21031051322215055,0.15913947213416027,0.20429022223806187,0.2333304199415644,0.20874751491053672,0.21667999713583802,0.18841434526130657,0.14507834583413898
Fourche-On-River,15.25,0.76,0.2042,0.24,226,219,0.547945205479452,2.4474885844748857,6.159996,8.200000000000017,0.1342134213421342,0.11793179317931793,0.0028266967199992656,0.0,0.0,0.015904572564612408,0.07930553038542604,0.004594262872922115,-0.011266843204163095
East Dicool,29.82,0.7607,0.1887,0.2393,586,183,5.2076502732240435,38.666666666666664,47.14427,71.80000000000001,0.2698473491273185,0.38715325272200035,0.24348013693706116,0.3249049125424496,0.27858900262989683,0.33200795228628227,0.7709356812061567,0.27634995070601137,0.12216281446478
Silvershore Sand,39.59,0.761,0.1934,0.239,386,67,5.8059701492537314,46.850746268656714,44.42702,111.19999999999999,0.23917415203110337,0.4208338919426196,0.27438074854733285,0.39832037385664276,0.26011860182699165,0.5278330019880714,0.6145256422120151,0.3346127324223433,0.21170760397994026
Kings Berthshire,32.75,0.7636,0.1756,0.2364,221,185,5.891891891891892,30.502702702702702,50.15482,47.0,0.2334630350194552,0.42225381622268776,0.27881823174738585,0.2516698989899028,0.2990530987333788,0.20874751491053672,0.5854032774422135,0.2661362285014663,0.14905557301302358
Doveheart Dale,55.83,0.7637,0.1882,0.2363,674,74,8.932432432432432,67.56756756756756,87.13823,100.70000000000003,0.23738685004561083,0.35085257174935086,0.43584888724221826,0.584161062924893,0.5504463845032462,0.4756461232604374,0.6054117577881547,0.4815590514663352,0.36047669990870423
Queens Querstone,21.82,0.7639,0.1557,0.2361,145,184,6.467391304347826,21.847826086956523,44.878780000000006,27.0,0.3120669258069968,0.33969917187764076,0.30854026596133527,0.17403114298270025,0.263189422791835,0.10934393638170972,0.9862234979300115,0.24617991911364662,0.04893521952764429
Wolton-On-River,25.09,0.7644,0.1613,0.2356,209,184,4.842391304347826,24.315217391304348,46.04809,34.70000000000002,0.2528177833437696,0.35018785222291793,0.22461610452465258,0.19616492951225417,0.2711377618709941,0.1476143141153082,0.6840978129558055,0.2156749604108122,0.07885539781965109
Luiscombepool,10.27,0.7656,0.1888,0.2344,385,167,1.7604790419161678,12.664670658682635,22.40655,17.400000000000006,0.249249699879952,0.31737695078031214,0.06544878006557166,0.09165345057575829,0.11043531660540727,0.06163021868787278,0.6659032937487116,0.07630284214901767,-0.05687781660072466
Amethyst Arbor,17.05,0.7667,0.192,0.2333,524,168,2.0476190476190474,11.333333333333334,22.0806,18.0,0.19463350785340314,0.2492146596858639,0.08027830880005687,0.07971066059097415,0.10821968420437426,0.06461232604373757,0.38740214182157434,0.08267662250874822,0.0051961941444333415
Sihovebly,48.98,0.7669,0.1989,0.2331,473,181,9.05524861878453,55.530386740331494,79.45088,85.0,0.26587510332907494,0.37765837529120017,0.442191807519419,0.4761812745637177,0.49819192296595194,0.39761431411530807,0.750680240658218,0.44787527863233334,0.29773923050068973
Hemlock Haven,78.89,0.7676,0.2049,0.2324,526,33,14.606060606060606,86.21212121212122,91.13763,169.0,0.26211575740792026,0.39393519800609256,0.7288670329500841,0.7514124306265572,0.5776321498804251,0.8151093439363816,0.7315104279948741,0.7181230583010592,0.5718209727020843
Northnettle Nook,31.44,0.7704,0.2041,0.2296,1264,167,3.1377245508982035,19.706586826347305,38.9919,41.0,0.14528107861060327,0.18801416819012795,0.13657750279403602,0.1548231103453512,0.2231735857953839,0.17892644135188862,0.13574218742854355,0.16419106786100765,0.13704263037529893
Marigold Mound,17.42,0.7706,0.1723,0.2294,572,183,1.4153005464480874,8.885245901639344,17.27893,14.800000000000011,0.16360819828408005,0.19375595805529072,0.04762181650979663,0.057750039864412565,0.07558051982005706,0.048707753479125294,0.22919659629851155,0.05444356690117604,0.00860424764147373
Rnieroynaspa,56.11,0.7706,0.1831,0.2294,511,171,11.812865497076023,56.526315789473685,89.8091,82.0,0.2833575581395349,0.35123546511627907,0.5846106900266537,0.4851152774247359,0.5686015190666672,0.382703777335984,0.8398274994209759,0.5310779320363306,0.3631124321521354
Plai Hill,7.36,0.7714,0.1555,0.2286,106,201,2.5024875621890548,10.975124378109452,19.73283,15.0,0.28680027643400136,0.3811333794056669,0.1037702833534337,0.07649733948786051,0.09226080927824057,0.04970178926441351,0.8573827513562164,0.08792739533403372,-0.08354915493720959
Souan,56.19,0.773,0.2006,0.227,446,175,10.777142857142858,54.94285714285714,79.56191,93.0,0.2520684574407798,0.3632551286410518,0.5311201336959593,0.4709108277288857,0.4989466450567226,0.4373757455268389,0.68027681922834,0.4999156277375806,0.36386026389191256
Nchinmoo,28.95,0.7739,0.2247,0.2261,231,222,5.7792792792792795,27.98198198198198,42.891165,49.0,0.2548033397042551,0.31244341615531634,0.2730022815438735,0.2290577197888405,0.24967868741898872,0.21868787276341944,0.6942226443124602,0.25308022478730247,0.11423569592481042
Mount Meagan Upon Eastring,36.85,0.7752,0.1562,0.2248,308,167,7.796407185628743,45.8562874251497,64.3541,59.0,0.28900849559390007,0.40409477072450006,0.37717813880597206,0.38939955950675625,0.395572150242322,0.26838966202783293,0.8686429940959596,0.36032138780769263,0.1865927889885007
Becclesgreennkport,23.7,0.7761,0.2076,0.2239,202,217,5.235023041474655,22.23041474654378,31.32105,44.80000000000001,0.26365427927927926,0.33952702702702703,0.24489382101191234,0.1774631627458447,0.17103128236398618,0.1978131212723658,0.7393557225410463,0.21396210750781103,0.06609096299960177
Niofort,37.19,0.7764,0.1726,0.2236,238,181,6.662983425414365,43.39779005524862,55.95014,66.0,0.250685002326423,0.40609005841906637,0.31864174580387766,0.3673455562066014,0.33844656020401737,0.3031809145129224,0.673222247521829,0.32438092346598696,0.18973647396162116
Starshine Strand,30.44,0.7765,0.1965,0.2235,1509,178,2.6741573033707864,20.764044943820224,37.472319999999996,33.0,0.13358141310052002,0.17632746529268642,0.11263627662895935,0.16430906103134343,0.2128443000645609,0.13916500994035783,0.07608276774332466,0.14315090641859776,0.12793435286993282
New Farnbro,30.36,0.7773,0.1336,0.2227,212,165,7.284848484848485,30.466666666666665,50.52505,39.0,0.28289127657975804,0.3777143286497859,0.35075836342835853,0.25134663695700693,0.3015697227058729,0.16898608349900593,0.8374498171494417,0.2946250066508557,0.1271350432209674
Silverthistle Port,26.37,0.7778,0.1878,0.2222,1243,179,2.1731843575418996,15.620111731843576,29.96973,28.0,0.13808434959349594,0.17759146341463414,0.08676320931747997,0.11816529800699108,0.1618457374148715,0.11431411530815107,0.09904432829553114,0.11043010500404361,0.09062123934493738
Misty Harbor,20.09,0.7782,0.19,0.2218,790,173,1.7283236994219653,13.635838150289016,29.57891,21.0,0.17419531821506948,0.2157095830285296,0.06378809689354996,0.10036532935468576,0.15918915372114018,0.07952286282306162,0.283182877417086,0.08967298469108391,0.03303640920766671
Southsun Summit,34.81,0.7788,0.1863,0.2212,1769,184,4.673913043478261,24.097826086956523,38.997,38.70000000000002,0.15549104983067247,0.2145137880986938,0.21591493728539785,0.1942148161616327,0.22320825284629744,0.16749502982107362,0.1878052961958112,0.20551960679233644,0.1679585475531742
New Lummis,14.82,0.7798,0.1577,0.2202,378,165,2.3393939393939394,19.945454545454545,28.16404,26.599999999999994,0.2461583924349882,0.32417257683215134,0.09534720918189481,0.15696587833444345,0.14957163012779892,0.10735586481113314,0.6501399705941999,0.11475569141217816,-0.015272302706661842
Wolf Willow,26.99,0.7802,0.164,0.2198,870,77,3.74025974025974,31.07792207792208,35.17711,55.400000000000006,0.2194721555751989,0.30218461927010987,0.1676958169498882,0.25682991671239946,0.1972426996866656,0.2504970178926441,0.5140604046215486,0.199078843662046,0.0962667627377363
Moonlit Meadow,16.59,0.7817,0.1758,0.2183,459,182,1.3626373626373627,8.87912087912088,19.355285000000002,14.0,0.17174119885823028,0.192197906755471,0.044901992792934504,0.05769509521875644,0.08969446187879893,0.044731610337972155,0.2706687301928678,0.05510572036169711,0.0009719743231235423
Mistyfern Harbor,31.61,0.7826,0.1805,0.2174,1390,183,3.398907103825137,23.459016393442624,38.15467,47.0,0.15843228013684846,0.21598913262225802,0.1500664423240575,0.18848436012722447,0.2174825475529637,0.20874751491053672,0.20280333977883583,0.1791276696674513,0.13856700171168412
Grand Kamaydam,33.0,0.7839,0.1786,0.2161,237,171,5.666666666666667,39.59649122807018,57.55895,53.0,0.249208025343189,0.39721928898275255,0.2671863313403612,0.3332459236807219,0.34938238337660804,0.23856858846918483,0.6656907852221399,0.2845079524074114,0.15136979536298342
Pabea,23.38,0.7841,0.1838,0.2159,228,206,5.660194174757281,23.635922330097088,39.53106,41.0,0.28575730201746463,0.36653116531165314,0.2668520553674991,0.19007129862004518,0.22683850484843177,0.17892644135188862,0.8520643729475786,0.23358614678581816,0.06317327219630242
Ravenflower Rock,26.63,0.7856,0.1832,0.2144,1307,179,2.094972067039106,17.139664804469273,34.03986,29.200000000000017,0.1417483660130719,0.17903828197945845,0.08272388569010201,0.13179648138295535,0.18951228720599433,0.12027833001988077,0.11772803281004245,0.11649971442852157,0.09295410786651308
Rainrose Ruin,29.01,0.7858,0.202,0.2142,1588,182,2.4615384615384617,16.939560439560438,34.015005,29.900000000000006,0.13011795543905635,0.16162516382699868,0.10165544093270303,0.13000144089273413,0.18934333631374808,0.12375745526838966,0.05842176076759812,0.12644802287205248,0.11476367071853286
Lushleaf Landing,19.51,0.7876,0.1795,0.2124,886,166,1.9578313253012047,13.397590361445783,24.574645,22.0,0.179315768777035,0.21863940228077075,0.07564116461369708,0.09822812246330126,0.12517285773293502,0.08449304174950296,0.30929329132511085,0.08957657444966625,0.02771791618464408
Copperfield Cliff,42.4,0.7882,0.1584,0.2118,884,69,6.159420289855072,54.3768115942029,72.29401,85.4,0.24151155177251893,0.35094939668880365,0.29263490649172985,0.4658331040140294,0.4495433785205427,0.39960238568588463,0.626444607931595,0.36272991648855335,0.23744099490223436
Silkseed Sanctuary,26.26,0.7893,0.173,0.2107,1558,184,2.472826086956522,18.47826086956522,35.699870000000004,29.0,0.1578461893231869,0.19601060763288367,0.10223839754674739,0.14380438604806714,0.2007961403799131,0.11928429423459241,0.19981472119006063,0.12951572430108152,0.08955278006306938
Saint Cliffebray,57.98,0.7893,0.1758,0.2107,262,169,11.597633136094675,57.18934911242604,88.03212,83.0,0.26032393427193223,0.3790344719400761,0.5734948774670247,0.49106303204571894,0.5565225668838552,0.38767395626242535,0.7223734891328644,0.5246930465673403,0.38021834874076743
Sparrowspike Spire,32.17,0.7899,0.1819,0.2101,1191,181,4.248618784530387,24.204419889502763,40.5502,44.0,0.17575977595685094,0.22720672129447153,0.19395034402629896,0.19517101814985177,0.23376606921471121,0.19383697813121267,0.2911604252295675,0.20201288329731942,0.14378079825140594
Garnet Gulch,21.13,0.7909,0.1805,0.2091,551,171,2.0292397660818713,12.076023391812866,24.77567,20.0,0.16365905164138989,0.19821462852754848,0.07932909908263151,0.08637297766368218,0.1265393173231104,0.07455268389662026,0.2294559098475643,0.08852024755163011,0.04262906558211725
Starbud Shore,38.3,0.7913,0.1722,0.2087,1223,178,5.185393258426966,24.337078651685392,52.839065000000005,42.30000000000001,0.15928923452547813,0.19586743229190215,0.24233065921218205,0.1963610364166144,0.3172991493371857,0.18538767395626243,0.2071731571448354,0.24133879790644208,0.199904166477475
Lavender Lagoon,21.31,0.7915,0.1604,0.2085,399,172,2.686046511627907,15.093023255813954,34.91228,19.0,0.19389915319476522,0.2498075442648191,0.11325030237242084,0.1134370395462962,0.19544252809971802,0.06958250497017891,0.3836574900843331,0.12097386175481943,0.0442423637379528
Emerald Enclave,27.39,0.7925,0.1714,0.2075,483,183,4.688524590163935,28.989071038251367,43.21639,45.0,0.23857714216458611,0.3214761847048843,0.216669559933329,0.23809183373276088,0.2518893916608232,0.19880715705765403,0.6114813447359827,0.22228327308363605,0.0999870041364395
Cranfleet,16.9,0.7927,0.1408,0.2073,165,217,4.050691244239632,17.17511520737327,31.16618,25.0,0.2707359813084112,0.3628309968847352,0.18372824996837472,0.13211448998130015,0.16997855958457836,0.09940357852882702,0.7754670312855168,0.15895200160499845,0.003858595347895094
Amberfall Anchorage,24.75,0.7929,0.1922,0.2071,624,184,2.5652173913043477,16.407608695652176,36.137725,25.400000000000034,0.16900072939460248,0.22020423048869442,0.107010005387629,0.12522955638339744,0.20377244265005978,0.10139165009940372,0.25669441462596626,0.12706077688204695,0.07572189395685369
Glinting Glade,50.36,0.7935,0.1531,0.2065,311,28,8.357142857142858,57.17857142857143,88.608925,84.9,0.24933095450490636,0.35704727921498663,0.40613769020256113,0.4909663506019202,0.5604433763548715,0.39711729622266395,0.6663176307028186,0.4436776146769797,0.31041408853641594
Phoenix Pines,20.27,0.7942,0.1579,0.2058,623,165,2.418181818181818,17.67878787878788,31.11062,26.0,0.20047846889952153,0.27913875598086124,0.09941625943337032,0.13663269646529672,0.16960089265344966,0.10437375745526836,0.4172070096439581,0.11816632938495844,0.034724927456166815
Moonmoss Marsh,28.66,0.7944,0.1764,0.2056,1908,182,2.730769230769231,25.565934065934066,43.695350000000005,39.900000000000006,0.1703360935216756,0.22664393570384803,0.11556003572694631,0.20738451022343968,0.2551451035638721,0.17345924453280318,0.2635037587752483,0.16423933850515218,0.11153858675010253
Snowpea Summit,27.08,0.7948,0.1721,0.2052,1263,179,2.089385474860335,17.81564245810056,36.63108,29.0,0.1414219050233324,0.17507548723579466,0.08243536257386073,0.1378603533994689,0.2071260040036773,0.11928429423459241,0.1160633293891682,0.12028577627453121,0.09707311039669757
Lowspert With Asstell River,25.09,0.795,0.1507,0.205,201,182,4.785714285714286,29.813186813186814,42.511855,42.900000000000006,0.2594991652754591,0.36233722871452423,0.22168898374831342,0.24548458193849407,0.24710034250094656,0.18836978131212723,0.7181677928536381,0.22248697483062088,0.07885341625989326
Saint Kipre,18.89,0.7967,0.2003,0.2033,419,182,3.2032967032967035,18.565934065934066,26.89718,39.0,0.2405932709536134,0.3363527772247661,0.13996401842704678,0.14459086033342766,0.14096019873165633,0.16898608349900593,0.6217620722884387,0.14643035169299862,0.022077937235310874
Ravenroot Ridge,30.47,0.797,0.1614,0.203,1277,175,4.034285714285715,23.05142857142857,39.54562,37.0,0.17649495210975927,0.2088532228837691,0.18288097591033975,0.18482808484222688,0.22693747588005944,0.15904572564612324,0.29490926596446904,0.1871199367446291,0.12813808355173528
Hadfupu Bay,47.97,0.7973,0.1987,0.2027,371,180,8.655555555555555,48.38333333333333,76.41855000000001,94.1,0.26333816892327533,0.3509429400386847,0.42154940434184934,0.41206847893739484,0.4775797781626863,0.4428429423459243,0.7377437995010732,0.4360660941663863,0.28851733426617165
Obsidian Oasis,21.25,0.7976,0.1702,0.2024,668,167,1.904191616766467,11.455089820359282,23.46072,17.400000000000006,0.15463481661557976,0.20219849910157492,0.07287090765462881,0.08080287976499488,0.11760099602923597,0.06163021868787278,0.18343915626782653,0.08036198474723565,0.04367415349367034
Ravenshadow Ridge,18.07,0.7978,0.1828,0.2022,461,167,1.5688622754491017,10.832335329341317,23.81678,17.0,0.17422631703283722,0.21367824238128988,0.055552609946828785,0.07521644726836421,0.12002129997987816,0.05964214711729621,0.2833409478745155,0.07123063911968569,0.014562449544782585
Sunflower Glade,32.73,0.798,0.192,0.202,1476,184,3.1902173913043477,16.820652173913043,30.824235,38.0,0.11866100424681489,0.15463402448163877,0.13928852901712235,0.12893477174957826,0.16765420179543514,0.16401590457256457,0.0,0.14887176295711896,0.14887176295711896
Thunderbolt Terrace,23.97,0.7981,0.1722,0.2019,625,184,2.6902173913043477,21.168478260869566,36.484175,30.0,0.1883116883116883,0.2690660403426361,0.11346571011352767,0.1679370387620081,0.20612742300084327,0.12425447316103377,0.35516565737778105,0.13960293816534006,0.06856980668978384
Port Worthforks,17.98,0.7986,0.1784,0.2014,289,185,3.075675675675676,19.18918918918919,28.51986,30.599999999999994,0.2400365074536051,0.3600040563837339,0.13337294905794989,0.15018178376226174,0.1519903026878099,0.12723658051689854,0.6189230007539764,0.13755002954614282,0.013765429395347528
Ivywood,21.02,0.7991,0.1845,0.2009,633,167,1.6467065868263473,11.017964071856287,22.43189,18.400000000000006,0.14934399343993437,0.1886018860188602,0.05957292905756807,0.07688163387793681,0.11060756426622081,0.06660039761431413,0.15645997126086433,0.07291622029268471,0.041624226040511844
Jeweljasmine Junction,16.28,0.7995,0.1793,0.2005,445,169,0.9644970414201184,6.366863905325443,15.49796,11.0,0.1541106595811191,0.1681775554860894,0.02433978196691068,0.03515884024072048,0.06347444576800074,0.029821073558648103,0.1807663529750403,0.03434487887285716,-0.001808391722150901
Thallmil,13.62,0.8,0.1518,0.2,131,224,3.9017857142857144,14.428571428571429,25.34189,22.400000000000034,0.28373400542846067,0.3132997285769678,0.17603792890088713,0.10747656020220395,0.13038817566982894,0.08648111332007967,0.8417470950521527,0.14214047826864568,-0.02620894074178487
Springbud Stronghold,28.61,0.8006,0.1808,0.1994,1240,181,2.6408839779005526,19.23204419889503,38.23759,31.0,0.14696977744728318,0.18489403516226696,0.11091785451308292,0.15056621554447625,0.21804619301605205,0.12922465208747513,0.14435327058580133,0.13996971783169454,0.11109906371453428
Moose Harry,47.41,0.801,0.1805,0.199,609,166,7.728915662650603,52.6144578313253,86.65858,83.5,0.25196188340807174,0.3496957078795644,0.37369249605518745,0.4500238718471035,0.5471859823521327,0.390159045725646,0.6797333724999359,0.4193176408278598,0.2833709663278726
Elmead,15.17,0.8014,0.1635,0.1986,142,171,3.210526315789474,8.859649122807017,22.92022,18.0,0.23988188292513465,0.2631578947368421,0.14033739637533474,0.057520423411796966,0.1139269683784971,0.06461232604373757,0.6181345329443885,0.111628599413294,-0.0119983071755837
Fort Sillos,11.82,0.8018,0.1529,0.1982,112,202,2.5742574257425743,18.46039603960396,21.512340000000002,31.0,0.2731707317073171,0.4664165103189493,0.10747688373199017,0.14364412920836261,0.1043569590372903,0.12922465208747513,0.7878824115159937,0.11481917701178443,-0.04275730529141433
Sunstone Shores,21.92,0.802,0.1747,0.198,405,167,3.059880239520958,15.29940119760479,30.6587,22.0,0.19533353275501045,0.25476119254162927,0.13255718368329672,0.11528835729227264,0.1665289840948522,0.08449304174950296,0.39097173783772554,0.12801183273974664,0.049817485172201526
Pearlbrook Port,19.6,0.8022,0.199,0.1978,638,181,1.850828729281768,12.668508287292818,25.35756,19.0,0.17329093799682035,0.1918667893900092,0.07011494729524824,0.09168787610538054,0.13049469188312604,0.06958250497017891,0.27857122429341047,0.08424170062882316,0.02852745577014107
Wnaldeanshot,8.15,0.8031,0.1548,0.1969,382,224,1.0669642857142858,13.125,18.946785,17.0,0.24613300214519593,0.3319408377554477,0.02963176815282804,0.09578284478901293,0.08691769907523397,0.05964214711729621,0.6500104993752714,0.05370613779382136,-0.07629596208123293
Nightnarcissus Nave,29.59,0.8068,0.1763,0.1932,1461,167,3.1317365269461077,22.347305389221557,41.87125,37.0,0.1639627014499003,0.2011534522718698,0.13626824747782532,0.17851173275894855,0.24274585502046261,0.15904572564612324,0.23100429354688004,0.16634361314812468,0.12014275443874867
Tidalteasel Town,28.73,0.8077,0.1603,0.1923,1743,171,2.5672514619883042,21.88888888888889,37.08608,36.0,0.14963917525773196,0.19293814432989692,0.10711505626544685,0.17439949772670654,0.2102188487420422,0.15407554671968188,0.15796517463067475,0.1438563569977389,0.11226332207160396
Opal Orchard,18.5,0.8099,0.1677,0.1901,564,166,2.180722891566265,12.933734939759036,27.410955,20.0,0.19543906717573004,0.22154576411103086,0.08715254171529953,0.09406709747058963,0.1444525642381473,0.07455268389662026,0.39150988333355363,0.09678403023166224,0.0184820535649515
Rosehaven,36.9,0.813,0.1683,0.187,1621,165,5.284848484848485,34.096969696969694,52.30654,59.39999999999998,0.19894256188416246,0.2704157654409997,0.24746708781397983,0.2839123480255067,0.3136793314376302,0.2703777335984094,0.4093750488799681,0.26893619171674854,0.1870611819407549
Zephyr Peak,65.02,0.8134,0.1676,0.1866,644,56,12.785714285714286,75.60714285714286,96.375925,108.0,0.2788598574821852,0.40228028503562946,0.6348540862058283,0.6562802452103191,0.6132392556579039,0.5119284294234592,0.8168926376589836,0.6080886046402187,0.44471007710842203
Sapphire Springs,22.6,0.8135,0.1442,0.1865,489,168,3.017857142857143,17.589285714285715,31.42839,26.0,0.1951014224391886,0.2487164380102685,0.13038687405346083,0.13582981538213285,0.17176092182380173,0.10437375745526836,0.3897881512870716,0.13400335442075773,0.0560457241633434
Thornhold,29.41,0.8135,0.1744,0.1865,1481,180,3.1555555555555554,26.72222222222222,42.55457,42.0,0.17586821015138024,0.23795389334124864,0.13749839640230793,0.21775701788885768,0.24739069604599986,0.18389662027832998,0.29171335737229215,0.1767823632549057,0.11843969178044728
Golden Glade,16.55,0.8136,0.1636,0.1864,473,166,1.2530120481927711,9.825301204819278,20.60126,14.5,0.17226996966632963,0.20614256825075833,0.03924032350862989,0.06618282609085968,0.09816392830272008,0.047216699801192835,0.27336506023157736,0.05531456998418349,0.0006415579378680203
Shingrdie,9.85,0.814,0.1586,0.186,130,208,2.5865384615384617,15.336538461538462,25.49965,19.0,0.2820421278114959,0.3796263239319291,0.10811114565860169,0.11562149791360464,0.1314605431114211,0.06958250497017891,0.8331198025266068,0.10582633223698132,-0.06079762826834004
Rubyvale,18.36,0.815,0.2042,0.185,536,191,1.387434554973822,8.654450261780104,20.85638,14.0,0.15828981723237598,0.17983028720626631,0.046182659606978496,0.05567968263506079,0.0998980965437127,0.044731610337972155,0.20207688702681706,0.0575852394433323,0.017169862037968886
Royal Sulwold,22.55,0.8153,0.1692,0.1847,158,225,4.28,19.61777777777778,31.84933,31.19999999999999,0.23491874415042965,0.3755636858674381,0.19557104691439198,0.15402644687350264,0.17462224504175183,0.13021868787276333,0.5928262898274447,0.17415635472744928,0.055591096761960335
Shadowseed Shore,26.54,0.8164,0.1738,0.1836,1134,182,2.208791208791209,15.285714285714286,31.90018,25.0,0.13687996970844377,0.17556481130884766,0.08860214786055627,0.11516557855608296,0.17496789593174272,0.09940357852882702,0.09290290442654635,0.11069192667800037,0.0921113457926911
