maze_name,complexidade_hibrida,taxa_acordo,js_divergencia,desvio_pct,n_estados,n_partidas,media_reflexoes,media_voltas,mediana_tempo,p90_backtracks,fluidez,sinuosidade,norm_reflexoes,norm_voltas,norm_tempo,norm_risco,norm_fluidez,score_base,score_final_raw
Rattlesnake Ridge,19.49,0.6803,0.2311,0.3197,708,176,2.8011363636363638,22.806818181818183,30.86757,42.0,0.2369366671657434,0.3004940859410092,0.11919419118453263,0.18263380210441915,0.16794876976628575,0.18389662027832998,0.6031161665730073,0.1482295538116314,0.027606320497029935
Tiche,17.16,0.6808,0.2447,0.3192,261,202,3.5495049504950495,17.861386138613863,28.77642,31.0,0.2589854938556777,0.33336413194123626,0.15784416416771443,0.13827069806501646,0.15373425927258985,0.12922465208747513,0.7155484582421804,0.14934093416237187,0.006231242513935781
Stowcold,35.59,0.6818,0.2281,0.3182,375,166,7.13855421686747,29.734939759036145,52.3025,52.5,0.24708901965694255,0.3090021284587455,0.3432029026509431,0.24478266506374236,0.3136518696953379,0.23608349900596415,0.6548854635279265,0.3060267915721062,0.17504969886652091
Be,7.98,0.6839,0.1991,0.3161,176,214,1.5186915887850467,7.542056074766355,12.424785,9.0,0.23770169224714682,0.3175914994096813,0.05296151283483901,0.04570092676091424,0.042584658671683415,0.019880715705765405,0.6070172142022604,0.0435439239690007,-0.07785951887145139
Otter Creek,52.47,0.6852,0.1795,0.3148,360,44,10.045454545454545,60.77272727272727,71.70664,91.50000000000001,0.26018417356016854,0.4173560168565631,0.4933316241627509,0.523207802563072,0.4455507538744473,0.4299204771371769,0.7216608155139964,0.47408083854000754,0.32974867543720826
Fort Egat,13.49,0.6864,0.2016,0.3136,119,222,3.3603603603603602,13.702702702702704,17.44874,32.0,0.26939970717423134,0.3711566617862372,0.14807567117242898,0.10096513925387396,0.0767347966662587,0.13419483101391647,0.7686530467902479,0.12632027504763693,-0.027410334310412676
Black Bear Bight,34.71,0.689,0.2089,0.311,345,48,5.9375,51.208333333333336,43.818380000000005,88.20000000000006,0.26695311040538017,0.45918176723332715,0.2811736915798083,0.43741020192872115,0.25598139518620405,0.4135188866799207,0.7561772590587443,0.3182279223560012,0.16699247054425234
Port Rnonsta,21.18,0.6936,0.2033,0.3064,236,197,3.8781725888324874,20.071065989847718,34.00236,32.400000000000006,0.24151998186900353,0.2987081665029841,0.17481841397623404,0.15809267848607253,0.1892573824198654,0.13618290258449303,0.6264875950292798,0.16830653183759597,0.04300901283174002
Nyster Wells,6.65,0.6936,0.2469,0.3064,174,193,0.7357512953367875,3.9792746113989637,7.283791,7.0,0.2179170101676285,0.2110469909315746,0.012526062014755672,0.013740919354440436,0.0076389526434081775,0.009940357852882702,0.5061303426499629,0.011152985042080055,-0.09007308348791254
Stagskull Shore,39.74,0.6938,0.2379,0.3062,664,168,6.869047619047619,45.357142857142854,48.84377,85.60000000000002,0.24434011476264994,0.39749608763693267,0.32928406251329123,0.38492197247133864,0.2901412875372618,0.40059642147117297,0.6408681336630672,0.34128177030546647,0.21310814357285304
